82,Travel-sized stain remover,gas_station
83,Travel-sized hand sanitizer,gas_station
84,Travel-sized insect repellent,gas_station
85,Travel-sized pain relievers,gas_station
86,Travel-sized antacid tablets,gas_station
87,Travel-sized band-aids,gas_station
88,Car air freshener vent clips,gas_station
89,Keychain flashlights,gas_station
90,Roadside emergency kits,gas_station
91,Emergency triangles,gas_station
92,Portable battery jumpstarters,gas_station
93,Car cell phone chargers,gas_station
94,Car cell phone mounts,gas_station
95,Spare tire cover,gas_station
96,Tire chains,gas_station
97,Snow brushes,gas_station
98,Ice melt,gas_station
99,Windshield de-icer,gas_station
100,Food containers,gas_station
101,Utensils,gas_station
102,Lighter fluid,gas_station
103,Propane tanks,gas_station
104,Grill brushes,gas_station
105,Disposable aluminum foil pans,gas_station
106,Charcoal,gas_station
107,Firewood bundles,gas_station
108,Insect repellent,gas_station
109,Sunscreen,gas_station
110,Picnic blankets,gas_station
111,Disposable plates,gas_station
112,Disposable cups,gas_station
113,Disposable napkins,gas_station
114,Disposable utensils,gas_station
115,Cooler bags,gas_station
116,Coolers,gas_station
117,Beach balls,gas_station
118,Frisbees,gas_station
119,Sun hats,gas_station
120,Swim goggles,gas_station
121,Beach towels,gas_station
122,Sunblock,gas_station
123,Snorkels,gas_station
124,Sunglasses straps,gas_station
125,Swim diapers,gas_station
126,"Water toys (floats, noodles, etc.)",gas_station
127,"Outdoor games (volleyball, badminton, etc.)",gas_station
128,Beach chairs,gas_station
129,Beach umbrellas,gas_station
130,"Sand toys (buckets, shovels, etc.)",gas_station
131,Disposable cameras,gas_station
132,Postcards,gas_station
133,Souvenir t-shirts,gas_station
134,Travel mugs,gas_station
135,Insulated coolers,gas_station
136,Water bottles,gas_station
137,Laundry detergent,gas_station
138,Fabric softener,gas_station
139,Stain remover pens,gas_station
140,Laundry baskets,gas_station
141,Clothes hangers,gas_station
142,Laundry bags,gas_station
143,Lint rollers,gas_station
144,Laundry drying racks,gas_station
145,Clothespins,gas_station
146, Laundry bleach,gas_station
147,Trash bags,gas_station
148,Paper towels,gas_station
149,Toilet paper,gas_station
150,Cleaning supplies,gas_station
151,Dish soap,gas_station
152,Sponges,gas_station
153,Disposable gloves,gas_station
154,All-purpose cleaner,gas_station
155,Glass cleaner,gas_station
156,Oven cleaner,gas_station
157,Cleaning cloths,gas_station
158,Floor mops,gas_station
159,Vacuum cleaner bags,gas_station
160,Brooms,gas_station
161,Dustpans,gas_station
162,Toilet bowl cleaner,gas_station
163,Shower cleaner,gas_station
164,Air freshener sprays,gas_station
165,Food storage containers,gas_station
166,Aluminum foil,gas_station
167,Plastic wrap,gas_station
168,Ziplock bags,gas_station
169,Wax paper,gas_station
170,Food storage bags,gas_station
171,Freezer bags,gas_station
172,Sandwich bags,gas_station
173,Gallon-sized bags,gas_station
174,Quart-sized bags,gas_station
175,Sandwiches (pre-packaged),gas_station
176,Salads (pre-packaged),gas_station
177,Wraps (pre-packaged),gas_station
178,Fresh fruits,gas_station
179,Fresh vegetables,gas_station
180,Pre-cut vegetables,gas_station
181,Ready-to-eat meals,gas_station
182,Deli meats,gas_station
183,Cheese slices,gas_station
184,Yogurt cups,gas_station
185,"Snack packs (cheese, crackers, etc.)",gas_station
186,Granola bars,gas_station
187,Sandwich cookies,gas_station
188,"Nuts (peanuts, almonds, etc.)",gas_station
189,Energy bars,gas_station
190,Jerky,gas_station
191,Protein shakes,gas_station
192,"Soft drinks (bottles, cans)",gas_station
193,Bottled water (various sizes),gas_station
194,Sports drinks,gas_station
195,Iced coffee,gas_station
196,Slurpees,gas_station
197,Ice cream novelties,gas_station
198,Candy bars,gas_station
199,"Chips (potato, tortilla, etc.)",gas_station
0,Sofa,furniture_store
1,Dining table,furniture_store
2,Bed frame,furniture_store
3,Coffee table,furniture_store
4,Armchair,furniture_store
5,Wardrobe,furniture_store
6,Desk,furniture_store
7,Bookshelf,furniture_store
8,Ottoman,furniture_store
9,TV stand,furniture_store
10,Dresser,furniture_store
11,Nightstand,furniture_store
12,Recliner,furniture_store
13,Sideboard,furniture_store
14,Credenza,furniture_store
15,Sectional sofa,furniture_store
16,Accent chair,furniture_store
17,End table,furniture_store
18,Console table,furniture_store
19,Bar stool,furniture_store
20,Rocking chair,furniture_store
21,Bench,furniture_store
22,Futon,furniture_store
23,Chaise lounge,furniture_store
24,Office chair,furniture_store
25,Vanity table,furniture_store
26,Chest of drawers,furniture_store
27,Patio furniture set,furniture_store
28,Wine cabinet,furniture_store
29,Buffet,furniture_store
30,Storage cabinet,furniture_store
31,Murphy bed,furniture_store
32,Fireplace,furniture_store
33,Shoe rack,furniture_store
34,Outdoor dining set,furniture_store
35,Counter height table,furniture_store
36,Secretary desk,furniture_store
37,Bean bag chair,furniture_store
38,Bar cart,furniture_store
39,Hall tree,furniture_store
40,Standing mirror,furniture_store
41,Bunk bed,furniture_store
42,Loveseat,furniture_store
43,Folding table,furniture_store
44,Children's furniture,furniture_store
45,Jewelry armoire,furniture_store
46,Loft bed,furniture_store
47,Pouf,furniture_store
48,Bar table,furniture_store
49,TV console,furniture_store
50,Side table,furniture_store
51,Magazine rack,furniture_store
52,Entryway bench,furniture_store
53,Computer desk,furniture_store
54,Umbrella stand,furniture_store
55,Wingback chair,furniture_store
56,Vanity mirror,furniture_store
57,Coat rack,furniture_store
58,Entertainment center,furniture_store
59,Cabinet with doors,furniture_store
60,Writing desk,furniture_store
61,Divan,furniture_store
62,Display cabinet,furniture_store
63,Footrest,furniture_store
64,Murphy desk,furniture_store
65,Storage ottoman,furniture_store
66,Accent table,furniture_store
67,Dressing table,furniture_store
68,Occasional chair,furniture_store
69,Daybed,furniture_store
70,Bar cabinet,furniture_store
71,Futon mattress,furniture_store
72,Lingerie chest,furniture_store
73,Night table,furniture_store
74,Gaming chair,furniture_store
75,Floating shelves,furniture_store
76,Nesting tables,furniture_store
77,Counter stool,furniture_store
78,Wine rack,furniture_store
79,Secretary cabinet,furniture_store
80,Plant stand,furniture_store
81,TV wall unit,furniture_store
82,Storage bench,furniture_store
83,Armless chair,furniture_store
84,Office desk,furniture_store
85,Wardrobe armoire,furniture_store
86,China cabinet,furniture_store
87,Computer chair,furniture_store
88,Secret compartment furniture,furniture_store
89,Loveseat sleeper,furniture_store
90,Corner table,furniture_store
91,Counter height stool,furniture_store
92,Wine bar,furniture_store
93,Folding chair,furniture_store
94,Armoire dresser,furniture_store
95,Corner desk,furniture_store
96,Storage bed,furniture_store
97,Swing chair,furniture_store
98,Daybed with trundle,furniture_store
99,Media console,furniture_store
100,Bench with storage,furniture_store
101,Shoe bench,furniture_store
102,Folding screen,furniture_store
103,Accent cabinet,furniture_store
104,Coffee table set,furniture_store
105,Foldable storage box,furniture_store
106,Bar set,furniture_store
107,End table with drawers,furniture_store
108,Writing table,furniture_store
109,Pub table,furniture_store
110,Vanity stool,furniture_store
111,Coat hook,furniture_store
112,Gaming desk,furniture_store
113,Dressing mirror,furniture_store
114,Ottoman bench,furniture_store
115,Display shelf,furniture_store
116,Cane chair,furniture_store
117,Pouf ottoman,furniture_store
118,Wine credenza,furniture_store
119,Hallway table,furniture_store
120,Executive desk,furniture_store
121,Storage ladder,furniture_store
122,Accent desk,furniture_store
123,Valet stand,furniture_store
124,Makeup vanity,furniture_store
125,Storage shelf,furniture_store
126,Stool with storage,furniture_store
127,TV cabinet,furniture_store
128,Bench with cushion,furniture_store
129,Nesting stools,furniture_store
130,Wine glass rack,furniture_store
131,Wall-mounted desk,furniture_store
132,Storage armoire,furniture_store
133,Book display shelf,furniture_store
134,Corner TV stand,furniture_store
135,Floating TV stand,furniture_store
136,Storage trunk,furniture_store
137,Sectional sleeper sofa,furniture_store
138,Adjustable bar stool,furniture_store
139,Jewelry mirror,furniture_store
140,Entryway table,furniture_store
141,Study desk,furniture_store
142,Dressing chair,furniture_store
143,Ottoman tray,furniture_store
144,Wine wall rack,furniture_store
145,Side cabinet,furniture_store
146,Accent shelf,furniture_store
147,Secretary table,furniture_store
148,Bar table set,furniture_store
149,Vanity set,furniture_store
150,Coat stand,furniture_store
151,Office bookshelf,furniture_store
152,Dining bench,furniture_store
153,Plant pot stand,furniture_store
154,Card table,furniture_store
155,Jewellery cabinet,furniture_store
156,Glass display cabinet,furniture_store
157,Storage hutch,furniture_store
158,Bean bag sofa,furniture_store
159,Floating desk,furniture_store
160,Ottoman coffee table,furniture_store
161,Console desk,furniture_store
162,Nursery rocking chair,furniture_store
163,Makeup organizer,furniture_store
164,Wall-mounted coat rack,furniture_store
165,Ladder desk,furniture_store
166,Storage room divider,furniture_store
167,Footrest bench,furniture_store
168,Wardrobe cabinet,furniture_store
169,End table with storage,furniture_store
170,Floating nightstand,furniture_store
171,Bar height table,furniture_store
172,Bar height chair,furniture_store
173,Makeup vanity mirror,furniture_store
174,Storage media unit,furniture_store
175,Dressing stool,furniture_store
176,Wall-mounted shoe rack,furniture_store
177,Jewelry stand,furniture_store
178,Wine server,furniture_store
179,Wall-mounted mirror,furniture_store
180,TV entertainment unit,furniture_store
181,Storage basket,furniture_store
182,Ottoman storage bench,furniture_store
183,Accent bookshelf,furniture_store
184,Hallway mirror,furniture_store
185,Vanity chair,furniture_store
186,Nesting coffee tables,furniture_store
187,Floating wall shelf,furniture_store
188,Shoe storage bench,furniture_store
189,Jewelry chest,furniture_store
190,Wine cellar,furniture_store
191,Office credenza,furniture_store
192,Storage cube,furniture_store
193,Reclining loveseat,furniture_store
194,Foldable TV tray,furniture_store
195,Storage wall unit,furniture_store
196,Luggage rack,furniture_store
197,Makeup vanity set,furniture_store
198,Counter height dining table,furniture_store
199,Gaming storage rack,furniture_store
0,Rose bouquet,florist
1,Tulip arrangement,florist
2,Orchid plant,florist
3,Sunflower bouquet,florist
4,Carnation arrangement,florist
5,Lily bouquet,florist
6,Daffodil arrangement,florist
7,Peony bouquet,florist
8,Gerbera daisy bouquet,florist
9,Hydrangea arrangement,florist
10,Calla lilies,florist
11,Baby's breath bouquet,florist
12,Mixed wildflower arrangement,florist
13,Iris bouquet,florist
14,Chrysanthemum arrangement,florist
15,Ranunculus bouquet,florist
16,Gypsophila (Baby's breath) arrangement,florist
17,Anemone bouquet,florist
18,Protea arrangement,florist
19,Alstroemeria bouquet,florist
20,Dahlia arrangement,florist
21,Lisianthus bouquet,florist
22,Gladiolus arrangement,florist
23,Bird of Paradise bouquet,florist
24,Snapdragons arrangement,florist
25,Sweet pea bouquet,florist
26,Zinnia arrangement,florist
27,Freesia bouquet,florist
28,Marigold arrangement,florist
29,Cosmos bouquet,florist
30,Lavender arrangement,florist
31,Magnolia bouquet,florist
32,Pansy arrangement,florist
33,Daisy bouquet,florist
34,Violet arrangement,florist
35,Sweet William bouquet,florist
36,Stephanotis arrangement,florist
37,Queen Anne's lace bouquet,florist
38,Anthurium arrangement,florist
39,Stargazer lily bouquet,florist
40,Bluebell arrangement,florist
41,Forget-me-not bouquet,florist
42,Jasmine arrangement,florist
43,Aster bouquet,florist
44,Ranunculus arrangement,florist
45,Waxflower bouquet,florist
46,Lilac arrangement,florist
47,Cockscomb bouquet,florist
48,Hyacinth arrangement,florist
49,Nigella bouquet,florist
50,Amaryllis arrangement,florist
51,Begonia bouquet,florist
52,Camellia arrangement,florist
53,Cherry blossom bouquet,florist
54,Coneflower arrangement,florist
55,Coral bell bouquet,florist
56,Crocus arrangement,florist
57,Cyclamen bouquet,florist
58,Fuchsia arrangement,florist
59,Hellebore bouquet,florist
60,Heather arrangement,florist
61,Hollyhock bouquet,florist
62,Hosta arrangement,florist
63,Hyssop bouquet,florist
64,Impatiens arrangement,florist
65,Kangaroo paw bouquet,florist
66,Lantana arrangement,florist
67,Larkspur bouquet,florist
68,Leucadendron arrangement,florist
69,Lobelia bouquet,florist
70,Love-in-a-mist arrangement,florist
71,Maidenhair fern bouquet,florist
72,Mimosa arrangement,florist
73,Moonflower bouquet,florist
74,Morning glory arrangement,florist
75,Nasturtium bouquet,florist
76,Osteospermum arrangement,florist
77,Pampas grass bouquet,florist
78,Passionflower arrangement,florist
79,Primrose bouquet,florist
80,Queen of the Night arrangement,florist
81,Red hot poker bouquet,florist
82,Rue arrangement,florist
83,Scabiosa bouquet,florist
84,Snapdragon arrangement,florist
85,Snowdrop bouquet,florist
86,Solomon's seal arrangement,florist
87,Statice bouquet,florist
88,Sweet William arrangement,florist
89,Tansy bouquet,florist
90,Thistle arrangement,florist
91,Trachelium bouquet,florist
92,Tweedia arrangement,florist
93,Veronica bouquet,florist
94,Vinca arrangement,florist
95,Viola bouquet,florist
96,Wallflower arrangement,florist
97,Wisteria bouquet,florist
98,Yarrow arrangement,florist
99,Yellow bells bouquet,florist
100,Zenobia arrangement,florist
101,Abutilon bouquet,florist
102,Allamanda arrangement,florist
103,Armeria bouquet,florist
104,Bleeding heart arrangement,florist
105,Bougainvillea bouquet,florist
106,Butterfly bush arrangement,florist
107,Caladium bouquet,florist
108,Canna lily arrangement,florist
109,Coleus bouquet,florist
110,Coreopsis arrangement,florist
111,Crape myrtle bouquet,florist
112,Cuphea arrangement,florist
113,Desert marigold bouquet,florist
114,Elephant ear arrangement,florist
115,Eupatorium bouquet,florist
116,Flame lily arrangement,florist
117,Gazania bouquet,florist
118,Hoya arrangement,florist
119,Impala lily bouquet,florist
120,Kaffir lily arrangement,florist
121,Lavatera bouquet,florist
122,Lotus flower arrangement,florist
123,Mallow bouquet,florist
124,Morning glory arrangement,florist
125,Nemesia bouquet,florist
126,Oleander arrangement,florist
127,Orchid cactus bouquet,florist
128,Peacock flower arrangement,florist
129,Pitcher plant bouquet,florist
130,Plumeria arrangement,florist
131,Quisqualis bouquet,florist
132,Rose mallow arrangement,florist
133,Safflower bouquet,florist
134,Sansevieria arrangement,florist
135,Seashell flower bouquet,florist
136,Strelitzia arrangement,florist
137,Sunbonnet bouquet,florist
138,Trumpet vine arrangement,florist
139,Umbrella plant bouquet,florist
140,Vanda orchid arrangement,florist
141,Vincetoxicum bouquet,florist
142,Xanthosoma arrangement,florist
143,Yellow-eyed grass bouquet,florist
144,Zephyranthes arrangement,florist
145,Air plant bouquet,florist
146,Bells of Ireland arrangement,florist
147,Bird's nest fern bouquet,florist
148,Cactus arrangement,florist
149,Echeveria bouquet,florist
150,Fern arrangement,florist
151,Haworthia bouquet,florist
152,Jade plant arrangement,florist
153,Kalanchoe bouquet,florist
154,Moss arrangement,florist
155,Norfolk Island pine bouquet,florist
156,Ostrich fern arrangement,florist
157,Peperomia bouquet,florist
158,Ponytail palm arrangement,florist
159,Rhipsalis bouquet,florist
160,Sempervivum arrangement,florist
161,Spider plant bouquet,florist
162,String of pearls arrangement,florist
163,Tillandsia bouquet,florist
164,Venus flytrap arrangement,florist
165,Zebra plant bouquet,florist
166,African violet arrangement,florist
167,Bird's paradise bouquet,florist
168,Peace lily arrangement,florist
169,Happy Plant bouquet,florist
170,Croton arrangement,florist
171,Pothos bouquet,florist
172,Snake plant arrangement,florist
173,Chinese evergreen bouquet,florist
174,Bamboo palm arrangement,florist
175,Areca palm bouquet,florist
176,Rubber tree arrangement,florist
177,Dracaena bouquet,florist
178,Boston fern arrangement,florist
179,Spider lily bouquet,florist
180,Arrowhead plant arrangement,florist
181,Coleus bouquet,florist
182,Peacock fern arrangement,florist
183,Philodendron bouquet,florist
184,ZZ plant arrangement,florist
185,Calathea bouquet,florist
186,Dieffenbachia arrangement,florist
187,Fiddle leaf fig bouquet,florist
188,Swiss cheese plant arrangement,florist
189,Monstera bouquet,florist
190,Fittonia arrangement,florist
191,Baby rubber plant bouquet,florist
192,Prayer plant arrangement,florist
193,Alocasia bouquet,florist
194,Golden pothos arrangement,florist
195,Chinese money plant bouquet,florist
196,String of hearts arrangement,florist
197,Heartleaf philodendron bouquet,florist
198,Tradescantia arrangement,florist
199,Wandering jew bouquet,florist
0,Laptop,electronics_store
1,Desktop computer,electronics_store
2,Smartphone,electronics_store
3,Tablet,electronics_store
4,Television,electronics_store
5,Gaming console,electronics_store
6,Soundbar,electronics_store
7,Headphones,electronics_store
8,Wireless earphones,electronics_store
9,Bluetooth speakers,electronics_store
10,Camera,electronics_store
11,DSLR camera,electronics_store
12,Smartwatch,electronics_store
13,Fitness tracker,electronics_store
14,Printers,electronics_store
15,Computer mouse,electronics_store
16,Keyboard,electronics_store
17,External hard drive,electronics_store
18,USB flash drive,electronics_store
19,Router,electronics_store
20,Modem,electronics_store
21,Wi-Fi range extender,electronics_store
22,Ethernet cables,electronics_store
23,Surge protector,electronics_store
24,Power bank,electronics_store
25,Universal power adapter,electronics_store
26,HDMI cable,electronics_store
27,Micro USB cable,electronics_store
28,USB-C cable,electronics_store
29,Memory card,electronics_store
30,Portable SSD,electronics_store
31,Gaming mouse,electronics_store
32,Gaming keyboard,electronics_store
33,Gaming headset,electronics_store
34,VR headset,electronics_store
35,GoPro camera,electronics_store
36,Drone,electronics_store
37,Smart home hub,electronics_store
38,Smart bulbs,electronics_store
39,Smart plugs,electronics_store
40,Smart thermostat,electronics_store
41,Smart security camera,electronics_store
42,Action camera,electronics_store
43,Touchscreen monitor,electronics_store
44,Projector,electronics_store
45,Wireless presenter,electronics_store
46,Gaming chair,electronics_store
47,Gaming desk,electronics_store
48,External DVD drive,electronics_store
49,Webcam,electronics_store
50,Noise-canceling headphones,electronics_store
51,Bluetooth gaming controller,electronics_store
52,Wireless charging pad,electronics_store
53,Digital voice recorder,electronics_store
54,Solar-powered charger,electronics_store
55,Network switch,electronics_store
56,Gaming router,electronics_store
57,Graphics card,electronics_store
58,Computer monitor,electronics_store
59,Gaming monitor,electronics_store
60,USB hub,electronics_store
61,Portable monitor,electronics_store
62,Cable management accessories,electronics_store
63,Laptop cooling pad,electronics_store
64,Laptop docking station,electronics_store
65,Portable DVD player,electronics_store
66,Electric toothbrush,electronics_store
67,Electric shaver,electronics_store
68,Home security system,electronics_store
69,GPS navigation device,electronics_store
70,Car audio system,electronics_store
71,Car charger,electronics_store
72,Dash cam,electronics_store
73,Smart doorbell,electronics_store
74,Wireless keyboard and mouse combo,electronics_store
75,Wireless presenter,electronics_store
76,Telescope,electronics_store
77,Binoculars,electronics_store
78,E-reader,electronics_store
79,Fitness smart scale,electronics_store
80,Wireless gaming controller,electronics_store
81,Portable gaming console,electronics_store
82,Bluetooth adapter,electronics_store
83,Microphone,electronics_store
84,DJ controller,electronics_store
85,Studio headphones,electronics_store
86,Studio monitors,electronics_store
87,Home theater system,electronics_store
88,Bluetooth car kit,electronics_store
89,Portable CD player,electronics_store
90,LED flashlight,electronics_store
91,Rechargeable batteries,electronics_store
92,Metal detector,electronics_store
93,Laser pointer,electronics_store
94,Bluetooth headsets,electronics_store
95,Portable power station,electronics_store
96,Satellite radio,electronics_store
97,Bluetooth car speakerphone,electronics_store
98,Video doorbell,electronics_store
99,Smart mirror,electronics_store
100,Gaming glasses,electronics_store
101,Barcode scanner,electronics_store
102,Robot vacuum cleaner,electronics_store
103,Smart pet feeder,electronics_store
104,Wi-Fi enabled thermostat,electronics_store
105,Wireless IP camera,electronics_store
106,Bluetooth tracker,electronics_store
107,Wireless HDMI transmitter,electronics_store
108,Home automation kit,electronics_store
109,Electric scooter,electronics_store
110,Electric bike,electronics_store
111,Instant camera,electronics_store
112,Baby monitor,electronics_store
113,Air purifier,electronics_store
114,Portable air conditioner,electronics_store
115,Wireless charger stand,electronics_store
116,Bluetooth receiver,electronics_store
117,Memory card reader,electronics_store
118,Electric heating pad,electronics_store
119,Digital photo frame,electronics_store
120,Surge-protected power strip,electronics_store
121,Smart garage door opener,electronics_store
122,Wireless intercom system,electronics_store
123,Drone racing goggles,electronics_store
124,Portable audio recorder,electronics_store
125,Video baby monitor,electronics_store
126,3D printer,electronics_store
127,Electric skateboard,electronics_store
128,Portable karaoke machine,electronics_store
129,Wireless gaming headset,electronics_store
130,Solar-powered flashlight,electronics_store
131,VoIP phone,electronics_store
132,USB microscope,electronics_store
133,Bluetooth FM transmitter,electronics_store
134,Wireless document scanner,electronics_store
135,Bluetooth gaming keyboard,electronics_store
136,Wireless speaker system,electronics_store
137,Portable Wi-Fi router,electronics_store
138,Web camera,electronics_store
139,Smart light switch,electronics_store
140,Satellite TV receiver,electronics_store
141,Digital TV antenna,electronics_store
142,Universal remote control,electronics_store
143,Bluetooth door lock,electronics_store
144,Cordless phone,electronics_store
145,Action camera mount,electronics_store
146,Portable power inverter,electronics_store
147,Wireless gaming mouse,electronics_store
148,Mini projector,electronics_store
149,Smart pet collar,electronics_store
150,Electronic drum set,electronics_store
151,Portable MIDI keyboard,electronics_store
152,USB microphone,electronics_store
153,Bluetooth sunglasses,electronics_store
154,Portable photo printer,electronics_store
155,Smart water bottle,electronics_store
156,Smart blender,electronics_store
157,Electric bike conversion kit,electronics_store
158,Robotic arm kit,electronics_store
159,Programmable LED strip,electronics_store
160,Projection screen,electronics_store
161,Electronic dartboard,electronics_store
162,WiFi-enabled speaker,electronics_store
163,USB fan,electronics_store
164,Wireless backup camera,electronics_store
165,Bluetooth bicycle lock,electronics_store
166,Wireless home security camera system,electronics_store
167,WiFi thermostat,electronics_store
168,Wireless bicycle speedometer,electronics_store
169,Smart body scale,electronics_store
170,Car diagnostic scanner,electronics_store
171,Portable gas detector,electronics_store
172,Smart irrigation system,electronics_store
173,Wireless weather station,electronics_store
174,Bluetooth barcode scanner,electronics_store
175,Wireless outdoor speaker,electronics_store
176,Wireless home theater system,electronics_store
177,Smart garden sensor,electronics_store
178,3D pen,electronics_store
179,Wireless bike computer,electronics_store
180,Smart video door viewer,electronics_store
181,Portable negative ion generator,electronics_store
182,Wireless meat thermometer,electronics_store
183,Electric bike charging station,electronics_store
184,Portable infrared sauna,electronics_store
185,Wireless air quality monitor,electronics_store
186,Electronic bug zapper,electronics_store
187,Smart plant pot,electronics_store
188,Electric skateboard charger,electronics_store
189,Portable breathalyzer,electronics_store
190,Wireless pet tracker,electronics_store
191,Smart drinking bottle,electronics_store
192,Electronic pool tester,electronics_store
193,Wireless soil moisture sensor,electronics_store
194,Smart golf swing analyzer,electronics_store
195,Portable oxygen concentrator,electronics_store
196,Electronic mosquito trap,electronics_store
197,Smart yoga mat,electronics_store
198,Wireless plant monitor,electronics_store
199,Electric scooter charger,electronics_store
0,Aspirin,drugstore
1,Band-aids,drugstore
2,Cough syrup,drugstore
3,Deodorant,drugstore
4,Toothpaste,drugstore
5,Shampoo,drugstore
6,Conditioner,drugstore
7,Soap,drugstore
8,Hand sanitizer,drugstore
9,Cotton balls,drugstore
10,Advil,drugstore
11,Tissues,drugstore
12,Lip balm,drugstore
13,Cold and flu medicine,drugstore
14,Vitamins,drugstore
15,Allergy medication,drugstore
16,Antibacterial ointment,drugstore
17,Thermometer,drugstore
18,Pregnancy test,drugstore
19,Baby wipes,drugstore
20,Diapers,drugstore
21,Condoms,drugstore
22,Moisturizer,drugstore
23,Sunscreen,drugstore
24,Aloe vera gel,drugstore
25,Acne treatment,drugstore
26,Nail clippers,drugstore
27,Razors,drugstore
28,Shaving cream,drugstore
29,Contact lens solution,drugstore
30,Eye drops,drugstore
31,First aid kit,drugstore
32,Antiperspirant,drugstore
33,Nail polish remover,drugstore
34,Hair gel,drugstore
35,Hair spray,drugstore
36,Hair dye,drugstore
37,Mouthwash,drugstore
38,Facial cleanser,drugstore
39,Dental floss,drugstore
40,Electric toothbrush,drugstore
41,Insect repellent,drugstore
42,Antacid,drugstore
43,Laxatives,drugstore
44,Multivitamins,drugstore
45,Hairbrush,drugstore
46,Styling mousse,drugstore
47,Feminine hygiene products,drugstore
48,Foot cream,drugstore
49,Cold sore remedy,drugstore
50,Gauze pads,drugstore
51,Elastic bandages,drugstore
52,Weight loss supplements,drugstore
53,Anti-itch cream,drugstore
54,Breath freshener,drugstore
55,Hemorrhoid cream,drugstore
56,Sleep aids,drugstore
57,Wart remover,drugstore
58,Psoriasis cream,drugstore
59,Anti-aging cream,drugstore
60,Athlete's foot cream,drugstore
61,Bladder control pads,drugstore
62,Motion sickness medication,drugstore
63,Nicotine patches,drugstore
64,Massage oil,drugstore
65,Burn gel,drugstore
66,Ear plugs,drugstore
67,External analgesic,drugstore
68,Foot powder,drugstore
69,Hot/cold packs,drugstore
70,Dental adhesive,drugstore
71,Nasal spray,drugstore
72,Fiber supplements,drugstore
73,Prenatal vitamins,drugstore
74,Lice treatment,drugstore
75,Retinol cream,drugstore
76,Epsom salts,drugstore
77,Nail polish,drugstore
78,Hair accessories,drugstore
79,Pet medications,drugstore
80,Shower cap,drugstore
81,Compression socks,drugstore
82,Contraceptives,drugstore
83,Eye cream,drugstore
84,Wound cleanser,drugstore
85,Foot odor spray,drugstore
86,Pedicure kit,drugstore
87,Haemorrhoid wipes,drugstore
88,Aftershave lotion,drugstore
89,Dental picks,drugstore
90,Sport sunscreen,drugstore
91,Eczema cream,drugstore
92,Digestive enzymes,drugstore
93,Butt paste (diaper rash cream),drugstore
94,Psoriasis shampoo,drugstore
95,Menstrual pain relief,drugstore
96,Antifungal cream,drugstore
97,Scar gel,drugstore
98,Hair extensions,drugstore
99,Blood pressure monitor,drugstore
100,Denture adhesive,drugstore
101,Lubricant,drugstore
102,Cold sore patches,drugstore
103,Callus remover,drugstore
104,Canker sore treatment,drugstore
105,Teeth whitening strips,drugstore
106,Highlighter makeup,drugstore
107,Detoxifying foot pads,drugstore
108,Saltwater nasal spray,drugstore
109,Bed-wetting alarm,drugstore
110,Varicose vein cream,drugstore
111,Eye makeup remover,drugstore
112,Melatonin supplements,drugstore
113,Acid reflux medication,drugstore
114,Hair loss treatment,drugstore
115,Insoles,drugstore
116,Corn and callus remover,drugstore
117,Vaginal lubricant,drugstore
118,Pet grooming products,drugstore
119,Milk of magnesia,drugstore
120,Nail strengthener,drugstore
121,Tattoo aftercare products,drugstore
122,Hair removal cream,drugstore
123,Travel-size toiletries,drugstore
124,Foot callus cushions,drugstore
125,Colon cleanser,drugstore
126,Lip plumper,drugstore
127,Probiotic supplements,drugstore
128,Eye shadow primer,drugstore
129,Wrinkle filler,drugstore
130,Nail growth serum,drugstore
131,Hair regrowth serum,drugstore
132,Sinus rinse kit,drugstore
133,Birth control pills,drugstore
134,Basal thermometer,drugstore
135,Nausea relief band,drugstore
136,Dark circle eye cream,drugstore
137,Vitamin E oil,drugstore
138,Dental night guard,drugstore
139,Tanning lotion,drugstore
140,Ringworm cream,drugstore
141,Nasal strips,drugstore
142,Pet flea medication,drugstore
143,Migraine relief medication,drugstore
144,Fertility monitor,drugstore
145,Vitiligo cover-up,drugstore
146,Dandruff shampoo,drugstore
147,Scar removal sheets,drugstore
148,Cellulite cream,drugstore
149,Gas relief medication,drugstore
150,Contact lens cases,drugstore
151,Sinus congestion relief,drugstore
152,Lactose intolerance tablets,drugstore
153,Electric razor,drugstore
154,Anti-nausea bracelets,drugstore
155,Acne body wash,drugstore
156,Blister pads,drugstore
157,Bed bug spray,drugstore
158,Hair building fibers,drugstore
159,Nipple cream (breastfeeding),drugstore
160,Henna hair dye,drugstore
161,Sleep masks,drugstore
162,Eye brightening drops,drugstore
163,Baby teething gel,drugstore
164,Travel sickness pills,drugstore
165,Corn pads,drugstore
166,Urinary tract infection test strips,drugstore
167,Electrolyte tablets,drugstore
168,Callus cushions,drugstore
169,Charcoal toothpaste,drugstore
170,Joint pain relief cream,drugstore
171,Digestive system cleanser,drugstore
172,Sore throat lozenges,drugstore
173,Moist wound dressings,drugstore
174,Dandruff conditioner,drugstore
175,Sunburn relief spray,drugstore
176,Sleep aid drops,drugstore
177,Baby nasal aspirator,drugstore
178,Teeth whitening kit,drugstore
179,Hair vitamins,drugstore
180,Ovulation predictor kits,drugstore
181,Perfume testers,drugstore
182,Callus removers,drugstore
183,Hangover relief pills,drugstore
184,Anti-snoring mouthpiece,drugstore
185,Vaginal wash,drugstore
186,Tinea cream,drugstore
